myadd píng 瓶
7BD1 kuì 篑
7BD3 lǒu 篓
7BD8 chōu 篘
7BD9 gāo 篙
7BDA fěi 篚
7BDB ruò 篛
7BDD gōu 篝
7BE0 xiǎo 篠
7BE1 cuàn 篡
7BE2 lǒng 篢
7BE5 lì 篥
7BE6 bì 篦
7BE8 chú 篨
7BE9 shāi 篩
7BEA chí 篪
7BEE lán 篮
7BF0 bù 篰
7BF1 lí 篱
7BF2 huì 篲
7BF3 bì 篳
7BF7 péng 篷
7BF8 cǎn,zān 篸
7BF9 zhuàn,zuǎn 篹
7BFC dōu 篼
7BFE miè 篾
7C00 zé 簀
7C03 yí 簃
7C06 kòu 簆
7C07 cù 簇
7C09 zào 簉
7C0B guǐ 簋
7C0C sù 簌
7C0D lǒu 簍
7C0F lù 簏
7C11 suō 簑
7C15 lè 簕
7C16 duàn 簖
7C19 bó 簙
7C1E dān 簞
7C1F diàn 簟
7C20 fǔ 簠
7C26 dēng 簦
7C27 huáng 簧
7C28 sǔn 簨
7C2A zān 簪
7C2B xiāo 簫
7C30 pái 簰
7C34 jù 簴
7C37 yán 簷
7C38 bǒ,bò 簸
7C39 dāng 簹
7C3B zhuā 簻
7C3D qiān 簽
7C3E lián 簾
7C3F bù 簿
7C40 zhòu 籀
7C41 lài 籁
7C43 lán 籃
7C46 yuè 籆
7C4B niè 籋
7C4C chóu 籌
7C4D jí 籍
7C50 téng 籐
7C51 zhuàn,zuǎn 籑
7C59 lù 籙
7C5C tuò 籜
7C5D yíng 籝
7C60 lóng,lǒng 籠
7C63 lán 籣
7C64 qiān 籤
7C65 yuè 籥
7C67 qú 籧
7C68 lián 籨
7C69 biān 籩
7C6A duàn 籪
7C6C lí 籬
7C6E luó 籮
7C6F yíng 籯
7C70 yuè 籰
7C72 yù 籲
7C73 mǐ 米
7C74 dí 籴
7C78 shēn 籸
7C79 nǚ 籹
7C7B lèi 类
7C7C xiān 籼
7C7D zǐ 籽
7C83 bǐ 粃
7C89 fěn 粉
7C91 bā 粑
7C92 lì 粒
7C94 jù 粔
7C95 pò 粕
7C97 cū 粗
7C98 nián,zhān 粘
7C9C tiào 粜
7C9D lì 粝
7C9E xī 粞
7C9F sù 粟
7CA2 zī 粢
7CA4 yuè 粤
7CA5 yù,zhōu 粥
7CA7 zhuāng 粧
7CAA fèn 粪
7CAC qū 粬
7CAE liáng 粮
7CB1 liáng 粱
7CB2 càn 粲
7CB3 jīng 粳
7CB9 cuì 粹
7CBC lín 粼
7CBD zòng 粽
7CBE jīng 精
7CC1 sǎn,shēn 糁
7CC5 róu 糅
7CC7 hóu 糇
7CC8 xǔ 糈
7CC9 zòng 糉
7CCA hū,hú,hù 糊
7CCC zān 糌
7CCD cí 糍
7CD2 bèi 糒
7CD5 gāo 糕
7CD6 táng 糖
7CD7 qiǔ 糗
7CD9 cāo 糙
7CDC méi,mí 糜
7CDD sǎn,shēn 糝
7CDE fèn 糞
7CDF zāo 糟
7CE0 kāng 糠
7CE1 jiàng 糡
7CE7 liáng 糧
7CE8 jiàng 糨
7CEF nuò 糯
7CF0 tuán 糰
7CF1 niè 糱
7CF2 lì 糲
7CF4 dí 糴
7CF5 niè 糵
7CF6 tiào 糶
7CFB jì,xì 系
7D03 xún 紃
7D0A wěn 紊
7D1F jīn 紟
7D20 sù 素
7D22 suǒ 索
7D25 zā,zhā 紥
7D27 jǐn 紧
7D29 zhì 紩
7D2B zǐ 紫
7D2E zā,zhā 紮
7D2F léi,lěi,lèi 累
7D35 zhù 紵
7D3E zhěn 紾
7D41 shī 絁
7D43 xián 絃
7D4D rèn 絍
7D4F xiè 絏
7D53 guà 絓
7D56 kuàng 絖
7D5A gēng 絚
7D5B tāo 絛
7D5C jié,xié 絜
7D6A yīn 絪
7D6E xù 絮
7D72 sī 絲
7D77 zhí 絷
7D78 jiǎn 絸
7D7A chī 絺
7D91 kǔn 綑
7D93 jīng,jìng 經
7D9D chēn,lín 綝
7DA6 qí 綦
7DAA qiàn 綪
7DAB xiàn 綫
7DAE qǐ,qǐng 綮
7DB1 gāng 綱
7DB2 wǎng 網
7DB5 cǎi 綵
7DB7 cuì 綷
7DB8 guān,lún 綸
7DC5 zōu 緅
7DC9 liǎng 緉
7DCA jǐn 緊
7DCC ruí 緌
7DCD mín 緍
7DD0 fán 緐
7DDC mián 緜
7DE4 xiè 緤
7DE5 bǎo 緥
7DEA gēng 緪
7DEF wěi 緯
7DF4 liàn 練
7DFA guā 緺
7DFB zhì 緻
7E02 zǒng 縂
7E06 gēng 縆
7E08 yíng 縈
7E0F pán 縏
7E10 zhòu 縐
7E1A tāo 縚
7E20 hú 縠
7E22 téng 縢
7E23 xiàn,xuán 縣
7E27 tāo 縧
7E29 cài 縩
7E2F yǎn 縯
7E31 zòng 縱
7E34 qiàn 縴
7E36 zhí 縶
7E37 lǚ 縷
7E3B mí 縻
7E3D zǒng 總
7E41 fán,pó 繁
7E43 bēng,běng,bèng 繃
7E44 yī 繄
7E47 yáo,yóu,zhòu 繇
7E4B jì 繋
7E50 suì 繐
7E54 zhī 織
7E56 sǎn 繖
7E59 fān,fán 繙
7E5E rǎo,rào 繞
7E60 ruǐ 繠
7E61 xiù 繡
7E66 qiǎng 繦
7E68 da 繨
7E69 shéng 繩
7E6A huì 繪
7E6B xì 繫
7E6D jiǎn 繭
7E79 yì 繹
7E7C jì 繼
7E7D bīn 繽
7E81 xūn 纁
7E82 zuǎn 纂
7E86 mò 纆
7E8A kuàng 纊
7E8C xù 續
7E8D léi,lěi 纍
7E8F chán 纏
7E91 lú 纑
7E94 cái 纔
7E96 xiān 纖
7E9A lí,xǐ 纚
7E9B dào 纛
7E9C lǎn 纜
7EA0 jiū 纠
7EA1 yū 纡
7EA2 gōng,hóng 红
7EA3 zhòu 纣
7EA4 qiàn,xiān 纤
7EA5 gē,hé 纥
7EA6 yāo,yuē 约
7EA7 jí 级
7EA8 wán 纨
7EA9 kuàng 纩
7EAA jǐ,jì 纪
7EAB rèn 纫
7EAC wěi 纬
7EAD yún 纭
7EAE hóng 纮
7EAF chún 纯
7EB0 pī 纰
7EB1 shā 纱
7EB2 gāng 纲
7EB3 nà 纳
7EB4 rèn 纴
7EB5 zòng 纵
7EB6 guān,lún 纶
7EB7 fēn 纷
7EB8 zhǐ 纸
7EB9 wén,wèn 纹
7EBA fǎng 纺
7EBB zhù 纻
7EBC zhèn 纼
7EBD niǔ 纽
7EBE shū 纾
7EBF xiàn 线
7EC0 gàn 绀
7EC1 xiè 绁
7EC2 fú 绂
7EC3 liàn 练
7EC4 zǔ 组
7EC5 shēn 绅
7EC6 xì 细
7EC7 zhī 织
7EC8 zhōng 终
7EC9 zhòu 绉
7ECA bàn 绊
7ECB fú 绋
7ECC chù 绌
7ECD shào 绍
7ECE yì 绎
7ECF jīng,jìng 经
7ED0 dài 绐
7ED1 bǎng 绑
7ED2 róng 绒
7ED3 jiē,jié 结
7ED4 kù 绔
7ED5 rǎo,rào 绕
7ED6 dié 绖
7ED7 háng 绗
7ED8 huì 绘
7ED9 gěi,jǐ 给
7EDA xuàn 绚
7EDB jiàng 绛
7EDC lào,luò 络
7EDD jué 绝
7EDE jiǎo 绞
7EDF tǒng 统
7EE0 gěng 绠
7EE1 xiāo 绡
7EE2 juàn 绢
7EE3 xiù 绣
7EE4 xì 绤
7EE5 suí 绥
7EE6 tāo 绦
7EE7 jì 继
7EE8 tí,tì 绨
7EE9 jī 绩
7EEA xù 绪
7EEB líng 绫
7EED xù 续
7EEE qǐ 绮
7EEF fēi 绯
7EF0 chāo,chuò 绰
7EF1 shàng 绱
7EF2 gǔn 绲
7EF3 shéng 绳
7EF4 wéi 维
7EF5 mián 绵
7EF6 shòu 绶
7EF7 bēng,běng,bèng 绷
7EF8 chóu 绸
7EF9 táo 绹
7EFA liǔ 绺
7EFB quǎn 绻
7EFC zèng,zōng 综
7EFD zhàn 绽
7EFE wǎn 绾
7EFF lù,lǜ 绿
7F00 zhuì 缀
7F01 zī 缁
7F02 kè 缂
7F03 xiāng 缃
7F04 jiān 缄
7F05 miǎn 缅
7F06 lǎn 缆
7F07 tí 缇
7F08 miǎo 缈
7F09 jī,qī 缉
7F0A yūn,yùn 缊
7F0B huì 缋
7F0C sī 缌
7F0E duàn 缎
7F0F biàn,pián 缏
7F10 xiàn 缐
7F11 gōu 缑
7F12 zhuì 缒
7F13 huǎn 缓
7F14 dì 缔
7F15 lǚ 缕
7F16 biān 编
7F17 mín 缗
7F18 yuán 缘
7F19 jìn 缙
7F1A fù 缚
7F1B rù 缛
7F1C zhěn 缜
7F1D féng,fèng 缝
7F1E cuī 缞
7F1F gǎo 缟
7F20 chán 缠
7F21 lí 缡
7F22 yì 缢
7F23 jiān 缣
7F24 bīn 缤
7F25 piāo,piǎo 缥
7F26 màn 缦
7F27 léi 缧
7F28 yīng 缨
7F29 sù,suō 缩
7F2A miào,miù,móu 缪
7F2B sāo 缫
7F2C xié 缬
7F2D liáo 缭
7F2E shàn 缮
7F2F zēng,zèng 缯
7F30 jiāng 缰
7F31 qiǎn 缱
7F32 qiāo,sāo 缲
7F33 huán 缳
7F34 jiǎo,zhuó 缴
7F35 zuǎn 缵
7F36 fǒu 缶
7F38 gāng 缸
7F3A quē 缺
7F3D bō 缽
7F3E píng 缾
7F3F xiàng 缿
7F42 yīng 罂
7F43 yīng 罃
7F44 qìng 罄
7F45 xià 罅
7F46 guàn 罆
7F47 zūn 罇
7F48 tán 罈
7F4B wèng 罋
7F4D léi 罍
7F4E tán 罎
7F4F lú 罏
7F50 guàn 罐
7F51 wǎng 网
7F54 wǎng 罔
7F55 hǎn 罕
7F57 luō,luó 罗
7F58 fú 罘
7F5A fá 罚
7F5B gū 罛
7F5D jū 罝
7F5F gǔ 罟
7F61 gāng 罡
7F62 bà,ba 罢
7F63 guà 罣
7F65 juàn 罥
7F66 fú 罦
7F68 yǎn 罨
7F69 zhào 罩
7F6A zuì 罪
7F6D yù 罭
7F6E zhì 置
7F71 lǎn 罱
7F72 shǔ 署
7F73 sī 罳
7F74 pí 罴
7F75 mà 罵
7F76 liǔ 罶
7F77 bà,ba,pí 罷
7F78 fá 罸
7F79 lí 罹
7F7B wèi 罻
7F7D jì 罽
7F7E zēng 罾
7F7F chōng 罿
7F81 jī 羁
7F85 luó 羅
7F86 pí 羆
7F8A yáng 羊
7F8C qiāng 羌
7F8E měi 美
7F91 yǒu 羑
7F94 gāo 羔
7F96 gǔ 羖
7F9A líng 羚
7F9D dī 羝
7F9E xiū 羞
7F9F qiǎng 羟
7FA1 xiàn 羡
7FA2 róng 羢
7FA3 qún 羣
7FA4 qún 群
7FA5 qiǎng 羥
7FA7 suō 羧
7FA8 xiàn 羨
7FA9 yì 義
7FAF jié 羯
7FB0 tāng 羰
7FB1 yuán 羱
7FB2 xī 羲
7FB6 shān 羶
7FB8 léi 羸
7FB9 gēng 羹
7FBC chàn 羼
7FBD yǔ 羽
7FBF yì 羿
7FC0 chōng 翀
7FC1 wēng 翁
7FC3 hóng 翃
7FC4 chì 翄
7FC5 chì 翅
7FCA yì 翊
7FCC yì 翌
7FCE líng 翎
7FD2 xí 習
7FD4 xiáng 翔
7FD5 xī 翕
7FD8 qiáo,qiào 翘
7FD9 huì 翙
7FDA huī 翚
7FDB xiāo 翛
7FDF dí,zhái 翟
7FE0 cuì 翠
7FE1 fěi 翡
7FE5 zhù 翥
7FE6 jiǎn 翦
7FE9 piān 翩
7FEB wán 翫
7FEE hé 翮
7FEF hè 翯
7FF0 hàn 翰
7FF1 áo 翱
7FF3 yì 翳
7FF9 qiáo,qiào 翹
7FFA áo 翺
7FFB fān 翻
7FFC yì 翼
7FFD huì 翽
7FFE xuān 翾
8000 yào 耀
8001 lǎo 老
8003 kǎo 考
8004 mào 耄
8005 zhě 者
8006 qí,shì 耆
8007 gǒu 耇
8008 gǒu 耈
800B dié 耋
800C ér 而
800D shuǎ 耍
800E ruǎn 耎
8010 nài 耐
8011 duān,zhuān 耑
8012 lěi 耒
8014 zǐ 耔
8015 gēng 耕
8016 chào 耖
8017 hào 耗
8018 yún 耘
8019 bà,pá 耙
801C sì 耜
8020 huō 耠
8021 chú 耡
8022 lào 耢
8025 tāng 耥
8026 ǒu 耦
8027 lóu 耧
8028 nòu 耨
8029 jiǎng 耩
802A pǎng 耪
802C lóu 耬
802E lào 耮
8030 yōu 耰
8031 mò 耱
8032 huái 耲
8033 ěr 耳
8035 dīng 耵
8036 yē,yé 耶
8037 dā 耷
8038 sǒng 耸
803B chǐ 耻
803C dān 耼
803D dān 耽
803F gěng 耿
8042 niè 聂
8043 dān 聃
8046 líng 聆
804A liáo 聊
804B lóng 聋
804C zhí 职
804D níng 聍
8052 guā 聒
8054 lián 联
8056 shèng 聖
8058 pìn 聘
805A jù 聚
805D guó 聝
8069 kuì 聩
806A cōng 聪
806F lián 聯
8070 cōng 聰
8071 áo 聱
8072 shēng 聲
8073 sǒng 聳
8076 niè 聶
8077 zhí 職
8079 níng 聹
807C tīng 聼
807D tīng,tìng 聽
807E lóng 聾
807F yù 聿
8083 sù 肃
8084 yì 肄
8085 sù 肅
8086 sì 肆
8087 zhào 肇
8088 zhào 肈
8089 ròu 肉
808A yì 肊
808B lē,lèi 肋
808C jī 肌
808E kěn 肎
8090 gē 肐
8093 huāng 肓
8096 xiāo,xiào 肖
8098 zhǒu 肘
809A dǔ,dù 肚
809B gāng 肛
809C róng 肜
809D gān 肝
809F wò 肟
80A0 cháng 肠
80A1 gǔ 股
80A2 zhī 肢
80A4 fū 肤
80A5 féi 肥
80A7 pēi 肧
80A8 pàng 肨
80A9 jiān 肩
80AA fáng 肪
80AB zhūn 肫
80AC yóu 肬
80AD nà 肭
80AE āng 肮
80AF kěn 肯
80B1 gōng 肱
80B2 yō,yù 育
80B4 yáo 肴
80B7 qiǎn 肷
80B8 xī 肸
80BA fèi 肺
80BC jǐng 肼
80BD tài 肽
80BE shèn 肾
80BF zhǒng 肿
80C0 zhàng 胀
80C1 xié 胁
80C2 shèn 胂
80C3 wèi 胃
80C4 zhòu 胄
80C6 dǎn 胆
80C8 bá 胈
80CA qú 胊
80CC bēi,bèi 背
80CD guā 胍
80CE tāi 胎
80D4 zì 胔
80D6 pán,pàng 胖
80D7 zhēn 胗
80D9 zuò 胙
80DA pēi 胚
80DB jiǎ 胛
80DC shēng,shèng 胜
80DD zhī 胝
80DE bāo 胞
80E0 qū 胠
80E1 hú 胡
80E4 yìn 胤
80E5 xū 胥
80E7 lóng 胧
80E8 dòng 胨
80E9 kǎ 胩
80EA lú 胪
80EB jìng 胫
80EC nǔ 胬
80ED yān 胭
80EE pāng 胮
80EF kuà 胯
80F0 yí 胰
80F1 guāng 胱
80F2 hǎi 胲
80F3 gā,gē,gé 胳
80F4 dòng 胴
80F5 chī 胵
80F6 jiāo 胶
80F7 xiōng 胷
80F8 xiōng 胸
80F9 ér 胹
80FA àn 胺
80FC pián 胼
80FD néng 能
80FE zì 胾
8101 tiǎo 脁
8102 zhī 脂
8103 cuì 脃
8104 méi 脄
8105 xié 脅
8106 cuì 脆
8107 xié 脇
8108 mài,mò 脈
8109 mài,mò 脉
810A jí,jǐ 脊
810D kuài 脍
810E sà 脎
810F zàng,zāng 脏
8110 qí 脐
8111 nǎo 脑
8112 mǐ 脒
8113 nóng 脓
8114 luán 脔
8116 bó 脖
8117 wěn 脗
8118 wǎn 脘
811A jiǎo,jué 脚
811B jìng 脛
811D hēng 脝
811E cuǒ 脞
8121 tǐng 脡
8122 méi 脢
8123 chún 脣
8126 de,te 脦
8127 juān,zuī 脧
8129 xiū 脩
812C pāo 脬
812F fǔ,pú 脯
8130 dòu 脰
8131 tuō 脱
8132 niào 脲
8136 luó 脶
8138 liǎn 脸
8139 zhàng 脹
813A cuì 脺
813E pí 脾
8146 tiǎn 腆
8148 jīng 腈
814A là,xī 腊
814B yè 腋
814C ā,yān 腌
814E shèn 腎
8150 fǔ 腐
8151 fǔ 腑
8152 jū 腒
8153 féi 腓
8154 qiāng 腔
8155 wàn 腕
8156 dòng 腖
8158 guó 腘
8159 zōng 腙
815A dìng 腚
8160 còu 腠
8161 luó 腡
8164 ān 腤
8165 xīng 腥
8166 nǎo 腦
8167 shù 腧
8169 nǎn 腩
816B zhǒng 腫
816D è 腭
816E sāi 腮
816F tú 腯
8170 yāo 腰
8171 jiàn 腱
8173 jiǎo,jué 腳
8174 yú 腴
8177 bì 腷
8178 cháng 腸
8179 fù 腹
817A xiàn 腺
817B nì 腻
817C miǎn 腼
817D wà 腽
817E téng 腾
817F tuǐ 腿
8180 bǎng,bàng,pāng,páng 膀
8181 qiǎn 膁
8182 lǚ 膂
8186 sù 膆
8187 zhuì 膇
8188 gé 膈
818A bó 膊
818B liáo 膋
818D pí 膍
818F gāo,gào 膏
8191 bìn 膑
8195 guó 膕
8197 chuái 膗
8198 biāo 膘
8199 jiǎng 膙
819A fū 膚
819B táng 膛
819C mó 膜
819D xī 膝
819E zhuān 膞
81A0 jiāo 膠
81A3 zhì 膣
81A6 lìn 膦
81A7 tóng 膧
81A8 péng 膨
81AA chuài 膪
81B0 fán 膰
81B3 shàn 膳
81B5 cuì 膵
81BA yīng 膺
81BB shān 膻
81BD dǎn 膽
81BE kuài 膾
81BF nóng 膿
81C0 tún 臀
81C1 lián 臁
81C2 bei,bì 臂
81C3 yōng 臃
81C6 yì 臆
81C8 là 臈
81C9 liǎn 臉
81CA sāo,sào 臊
81CC gǔ 臌
81CD qí 臍
81CF bìn 臏
81D1 nào 臑
81D5 biāo 臕
81D8 là 臘
81D9 yān 臙
81DA lú 臚
81DB huò 臛
81DC zā 臜
81DD luǒ 臝
81DE qú 臞
81DF zàng 臟
81E0 luán 臠
81E3 chén 臣
81E5 wò 臥
81E7 zāng 臧
81E8 lín 臨
81EA zì 自
81EC niè 臬
81ED chòu,xiù 臭
81EF gāo 臯
81F2 niè 臲
81F3 zhì 至
81F4 zhì 致
81FA tái 臺
81FB zhēn 臻
81FC jiù 臼
81FE yú 臾
81FF chā 臿
8200 yǎo 舀
8201 yú 舁
8202 chōng 舂
8204 xì 舄
8205 jiù 舅
8206 yú 舆
8207 yú,yǔ,yù 與
8208 xīng,xìng 興
8209 jǔ 舉
820A jiù 舊
820B xìn 舋
820C shé 舌
820D shě,shè 舍
8210 shì 舐
8212 shū 舒
8214 tiǎn 舔
8216 pù 舖
8218 guǎn 舘
821B chuǎn 舛
821C shùn 舜
821D xiá 舝
821E wǔ 舞
821F zhōu 舟
8221 chuán 舡
8222 shān 舢
8223 yǐ 舣
8228 bǎn 舨
8229 chuán 舩
822A háng 航
822B fǎng 舫
822C bān,bō,pán 般
822D bǐ 舭
8230 jiàn 舰
8231 cāng 舱
8232 líng 舲
8233 zhú 舳
8234 zé 舴
8235 duò 舵
8236 bó 舶
8237 xián 舷
8238 gě 舸
8239 chuán 船
823B lú 舻
823E xī 舾
8244 shāo 艄
8245 yú 艅
8247 tǐng 艇
8249 wěi 艉
824B měng 艋
824E huáng 艎
824F shǒu 艏
8251 biàn 艑
8255 bàng 艕
8256 chā 艖
8258 sōu 艘
8259 cāng 艙
825A cáo 艚
825F chōng 艟
8262 qiáng 艢
8263 lǔ 艣
8264 yǐ 艤
8266 jiàn 艦
8268 méng 艨
826A lǔ 艪
826B lú 艫
826E gěn,gèn 艮
826F liáng 良
8270 jiān 艰
8271 jiān 艱
8272 sè,shǎi 色
8273 yàn 艳
8274 fú 艴
8277 yàn 艷
8278 cǎo 艸
827A yì 艺
827B lè 艻
827D jiāo 艽
827E ài,yì 艾
827F nǎi 艿
8282 jiē,jié 节
8283 péng 芃
8288 mǐ 芈
828A qiān 芊
828B yù 芋
828D sháo 芍
828E qiōng 芎
828F dù 芏
8291 qǐ 芑
8292 máng,wáng 芒
8297 xiāng 芗
8299 fú 芙
829C wú 芜
829D zhī 芝
829F shān 芟
82A1 qiàn 芡
82A3 fú 芣
82A4 kōu 芤
82A5 gài,jiè 芥
82A6 lú,lǔ 芦
82A7 xù,zhù 芧
82A8 jī 芨
82A9 qín 芩
82AA qí 芪
82AB yán,yuán 芫
82AC fēn 芬
82AD bā 芭
82AE ruì 芮
82AF xīn,xìn 芯
82B0 jì 芰
82B1 huā 花
82B3 fāng 芳
82B4 wù 芴
82B6 gǒu 芶
82B7 zhǐ 芷
82B8 yún 芸
82B9 qín 芹
82BB chú 芻
82BC mào 芼
82BD yá 芽
82BE fèi,fú 芾
82C1 cōng 苁
82C4 biàn 苄
82C5 yì 苅
82C7 wěi 苇
82C8 lì 苈
82CA è 苊
82CB xiàn 苋
82CC cháng 苌
82CD cāng 苍
82CE zhù 苎
82CF sū 苏
82D1 yuàn 苑
82D2 rǎn 苒
82D3 líng 苓
82D4 tāi,tái 苔
82D5 sháo,tiáo 苕
82D7 miáo 苗
82D8 qǐng 苘
82DB kē 苛
82DC mù 苜
82DE bāo 苞
82DF gǒu 苟
82E0 mín 苠
82E1 yǐ 苡
82E2 yǐ 苢
82E3 jù,qǔ 苣
82E4 piě 苤
82E5 rě,ruò 若
82E6 kǔ 苦
82E7 níng 苧
82EB shān,shàn 苫
82EF běn 苯
82F1 yīng 英
82F2 zhǎ 苲
82F4 jū 苴
82F6 nié 苶
82F7 gān 苷
82F9 píng 苹
82FA méi 苺
82FB fú 苻
82FD gū 苽
82FE bì 苾
8300 fú 茀
8301 zhuó 茁
8302 mào 茂
8303 fàn 范
8304 jiā,qié 茄
8305 máo 茅
8306 máo 茆
8307 bá 茇
8308 cí,zǐ 茈
8309 mò 茉
830C chí 茌
830E jīng 茎
830F lóng 茏
8311 niǎo 茑
8313 xué 茓
8314 yíng 茔
8315 qióng 茕
8316 gé 茖
8317 míng 茗
831A yìn 茚
831B gèn 茛
831C qiàn,xī 茜
831D chǎi 茝
8327 jiǎn 茧
8328 cí 茨
832B máng 茫
832C chá 茬
832D jiāo 茭
832F fú 茯
8331 zhū 茱
8332 zī 茲
8333 jiāng 茳
8334 huí 茴
8335 yīn 茵
8336 chá 茶
8338 róng 茸
8339 rú 茹
833A chōng 茺
833C tóng 茼
8340 xún 荀
8343 quán 荃
8344 gāi 荄
8345 dā,dá 荅
8346 jīng 荆
8347 xìng 荇
8349 cǎo 草
834D qiáo 荍
834F rěn 荏
8350 jiàn 荐
8351 tí,yí 荑
8352 huāng 荒
8354 lì 荔
8359 dá 荙
835A jiá 荚
835B ráo 荛
835C bì 荜
835E qiáo 荞
835F huì 荟
8360 jì,qí 荠
8361 dàng 荡
8363 róng 荣
8364 hūn,xūn 荤
8365 xíng,yíng 荥
8366 luò 荦
8367 yíng 荧
8368 qián 荨
8369 jìn 荩
836A sūn 荪
836B yīn,yìn 荫
836C mǎi 荬
836D hóng 荭
836E zhòu 荮
836F yào 药
8373 dòu 荳
8377 hé,hè 荷
8378 bí 荸
837B dí 荻
837C tú 荼
837D suī 荽
8385 lì 莅
8386 pú 莆
8389 lì 莉
838A zhuāng 莊
838E shā,suō 莎
8392 jǔ 莒
8393 méi 莓
8395 xìng 莕
8396 jīng 莖
8398 shēn,xīn 莘
8399 jūn 莙
839B tíng 莛
839C yóu 莜
839D cuò 莝
839E guān,guǎn,wǎn 莞
83A0 yǒu 莠
83A2 jiá 莢
83A8 làng,liáng 莨
83A9 fú,piǎo 莩
83AA é 莪
83AB mò,mù 莫
83B0 kǎn 莰
83B1 lái 莱
83B2 lián 莲
83B3 shí,shì 莳
83B4 wō 莴
83B6 xiān 莶
83B7 huò 获
83B8 yóu 莸
83B9 yíng 莹
83BA yīng 莺
83BC chún 莼
83BD mǎng 莽
83C0 wǎn,yù 菀
83C1 jīng 菁
83C2 dì 菂
83C5 jiān 菅
83C7 gū 菇
83C9 lù,lǜ 菉
83CA jú 菊
83CC jūn,jùn 菌
83CF hé 菏
83D1 zāi,zī 菑
83D3 guǒ 菓
83D4 fú 菔
83D6 chāng 菖
83D8 sōng 菘
83DC cài 菜
83DD bá 菝
83DF tú,tù 菟
83E0 bō 菠
83E1 hàn 菡
83E2 bào 菢
83E9 pú 菩
83EA dàng 菪
83EF huá,huā,huà 華
83F0 gū 菰
83F1 líng 菱
83F2 fēi,fěi 菲
83F4 ān 菴
83F6 běng 菶
83F8 yān 菸
83F9 jū 菹
83FB lǐn 菻
83FC tǎn 菼
83FD shū 菽
83FE tián 菾
8401 qí 萁
8403 cuì 萃
8404 táo 萄
8406 bì 萆
8407 cháng 萇
840A lái 萊
840B qī 萋
840C méng 萌
840D píng 萍
840E wēi,wěi 萎
840F dàn 萏
8411 huán 萑
8418 nài 萘
841A tuò 萚
841C tiē 萜
841D luó 萝
8424 yíng 萤
8425 yíng 营
8426 yíng 萦
8427 xiāo 萧
8428 sà 萨
8429 qiū 萩
842C wàn 萬
8431 xuān 萱
8435 wō 萵
8438 yú 萸
8439 biǎn 萹
843C è 萼
843D là,lào,luō,luò 落
8445 zū 葅
8446 bǎo 葆
8449 yè 葉
844E lǜ 葎
8451 fēng,fèng 葑
8453 hóng 葓
8456 tū 葖
8457 zhe,zhù,zhuó 著
8459 xiāng 葙
845A rèn,shèn 葚
845B gé,gě 葛
845C qiā 葜
8460 shēn 葠
8461 pú 葡
8463 dǒng 董
8466 wěi 葦
8469 pā 葩
846B hú 葫
846C zàng 葬
846D jiā 葭
8471 cōng 葱
8473 wēi 葳
8475 kuí 葵
8476 tíng 葶
8478 xǐ 葸
8479 shī 葹
847A qì 葺
8482 dì 蒂
8487 chǎn 蒇
8488 kǎi 蒈
8489 kuì 蒉
848B jiǎng 蒋
848C lóu 蒌
848D wěi 蒍
848E pài 蒎
8490 sōu 蒐
8494 shí,shì 蒔
8497 làng 蒗
8499 mēng,méng,měng 蒙
849C suàn 蒜
849E lì 蒞
849F jǔ 蒟
84A1 bàng 蒡
84A8 qiàn 蒨
84AF kuǎi 蒯
84B1 pú 蒱
84B2 pú 蒲
84B4 shuò 蒴
84B8 zhēng 蒸
84B9 jiān 蒹
84BA jí 蒺
84BB ruò 蒻
84BC cāng 蒼
84BD ēn 蒽
84BF hāo 蒿
84C0 sūn 蓀
84C1 zhēn 蓁
84C2 míng 蓂
84C4 xù 蓄
84C6 xí 蓆
84C7 gǔ 蓇
84C9 róng 蓉
84CA wěng 蓊
84CB gài,gě 蓋
84CD shī 蓍
84CF luǒ 蓏
84D0 rù 蓐
84D1 suō 蓑
84D3 bèi 蓓
84D6 bì 蓖
84DA tiáo 蓚
84DD la,lán 蓝
84DF jì 蓟
84E0 lí 蓠
84E1 shēn 蓡
84E3 yù 蓣
84E5 yíng 蓥
84E6 mò 蓦
84E7 diào 蓧
84E8 tiáo 蓨
84EC péng 蓬
84EF cōng 蓯
84F0 xǐ 蓰
84F1 píng 蓱
84F4 chún 蓴
84FA yì 蓺
84FC liǎo,lù 蓼
84FD bì 蓽
84FF xu 蓿
8502 léi 蔂
850C sù 蔌
8511 miè 蔑
8513 mán,màn,wàn 蔓
8514 bo 蔔
8515 dì 蔕
8517 zhè 蔗
851A wèi,yù 蔚
851E lóu 蔞
851F cù 蔟
8521 cài 蔡
8523 jiǎng 蔣
8525 cōng 蔥
8527 huì 蔧
852B niān 蔫
852C shū 蔬
852D yīn,yìn 蔭
8534 má 蔴
8537 qiáng 蔷
8538 dōu 蔸
8539 liǎn 蔹
853A lìn 蔺
853B kòu 蔻
853C ǎi 蔼
853D bì 蔽
853E lí 蔾
853F wěi 蔿
8541 qián 蕁
8543 fān,fán 蕃
8545 ǒu 蕅
8548 xùn 蕈
8549 jiāo,qiáo 蕉
854A ruǐ 蕊
854B ruǐ 蕋
854E qiáo 蕎
8552 mǎi 蕒
8553 yún 蕓
8555 yóu 蕕
8556 qú 蕖
8558 ráo 蕘
8559 huì 蕙
855E zuì 蕞
8564 ruí 蕤
8568 jué 蕨
8569 dàng 蕩
