博库  bo2 ku4   
白头山  bai2 tou2 shan1   
白头山天池  bai2 tou2 shan1 tian1 chi2   
白头帖子  bai2 tou2 tie3 zi5   
白头乌  bai2 tou2 wu1   
白头相并  bai2 tou2 xiang1 bing4   
白头相守  bai2 tou2 xiang1 shou3   
白头新  bai2 tou2 xin1   
白头行  bai2 tou2 hang2   
白头吟  bai2 tou2 yin2   
白头之叹  bai2 tou2 zhi1 tan4   
白突突  bai2 tu1 tu1   
白徒  bai2 tu2   
白土  bai2 tu3   
白土粉  bai2 tu3 fen3   
白兔赤乌  bai2 tu4 chi4 wu1   
白兔捣药  bai2 tu4 dao3 yao4   
白兔公  bai2 tu4 gong1   
白兔公子  bai2 tu4 gong1 zi3   
白兔记  bai2 tu4 ji4   
白兔御史  bai2 tu4 yu4 shi3   
白菟  bai2 tu4   
白团  bai2 tuan2   
白脱  bai2 tuo1   
白脱油  bai2 tuo1 you2   
白鼍  bai2 tuo2   
白菀  bai2 yu4   
白往黑归  bai2 wang3 hei1 gui1   
白往黑来  bai2 wang3 hei1 lai2   
白望  bai2 wang4   
白炜  bai2 wei3   
白卫  bai2 wei4   
白文印  bai2 wen2 yin4   
白翁  bai2 weng1   
白乌  bai2 wu1   
白屋  bai2 wu1   
白屋寒门  bai2 wu1 han2 men2   
白屋之士  bai2 wu1 zhi1 shi4   
白无常  bai2 wu2 chang2   
白无瑕  bai2 wu2 xia2   
白武幡  bai2 wu3 fan1   
白舞  bai2 wu3   
白物  bai2 wu4   
白晰  bai2 xi1   
白晳  bai2 xi1   
白羲  bai2 xi1   
白席  bai2 xi2   
白席人  bai2 xi2 ren2   
白霫  bai2 xi2   
白细胞分类计数  bai2 xi4 bao1 fen1 lei4 ji4 shu4   
白细胞计数  bai2 xi4 bao1 ji4 shu4   
白瞎  bai2 xia1   
白下  bai2 xia4   
白先勇  bai2 xian1 yong3   
白鲜  bai2 xian3   
白闲  bai2 xian2   
白苋  bai2 xian4   
白苋紫茄  bai2 xian4 zi3 qie2   
白相人  bai2 xiang4 ren2   
白香词谱  bai2 xiang1 ci2 pu3   
白祥  bai2 xiang2   
白鲞  bai2 xiang3   
白鮝  bai2 xiang3   
白项乌  bai2 xiang4 wu1   
白象  bai2 xiang4   
白象简  bai2 xiang4 jian3   
白削  bai2 xue1   
白消  bai2 xiao5   
白小  bai2 xiao3   
白晓  bai2 xiao3   
白绁  bai2 xie4   
白薤  bai2 xie4   
白心  bai2 xin1   
白行  bai2 hang2   
白行简  bai2 hang2 jian3   
白须  bai2 xu1   
白须公  bai2 xu1 gong1   
白绪  bai2 xu4   
白絮  bai2 xu4   
白宣  bai2 xuan1   
白宣帽  bai2 xuan1 mao4   
白悬悬  bai2 xuan2 xuan2   
白琁  bai2 xuan2   
白选  bai2 xuan3   
白学  bai2 xue2   
白雪皑皑  bai2 xue3 ai2 ai2   
白雪歌送武判官归京  bai2 xue3 ge1 song4 wu3 pan4 guan1 gui1 jing1   
白雪楼  bai2 xue3 lou2   
白雪难和  bai2 xue3 nan2 he2   
白雪雪  bai2 xue3 xue3   
白雪阳春  bai2 xue3 yang2 chun1   
白血  bai2 xue4   
白鸦  bai2 ya1   
白芽  bai2 ya2   
白崖  bai2 ya2   
白言  bai2 yan2   
白盐  bai2 yan2   
白杨刀  bai2 yang2 dao1   
白杨礼赞  bai2 yang2 li3 zan4   
白洋  bai2 yang2   
白洋洋  bai2 yang2 yang2   
白腰  bai2 yao1   
白瑶  bai2 yao2   
白鹞  bai2 yao4   
白鹞子  bai2 yao4 zi5   
白也  bai2 ye3   
白业  bai2 ye4   
白曳  bai2 ye4   
白页  bai2 ye4   
白液  bai2 ye4   
白鵺  bai2 ye4   
白衣苍狗  bai2 yi1 cang1 gou3   
白衣大士  bai2 yi1 da4 shi4   
白衣道  bai2 yi1 dao4   
白衣公卿  bai2 yi1 gong1 qing1   
白衣观音  bai2 yi1 guan1 yin1   
白衣冠  bai2 yi1 guan1   
白衣会  bai2 yi1 hui4   
白衣酒  bai2 yi1 jiu3   
白衣没命军  bai2 yi1 mei2 ming4 jun1   
白衣民族  bai2 yi1 min2 zu2   
白衣卿相  bai2 yi1 qing1 xiang1   
白衣人  bai2 yi1 ren2   
白衣尚书  bai2 yi1 shang4 shu1   
白衣士  bai2 yi1 shi4   
白衣送酒  bai2 yi1 song4 jiu3   
白衣仙人  bai2 yi1 xian1 ren2   
白衣相  bai2 yi1 xiang1   
白衣秀士  bai2 yi1 xiu4 shi4   
白衣宰相  bai2 yi1 zai3 xiang4   
白夷  bai2 yi2   
白栘  bai2 yi2   
白彝  bai2 yi2   
白乙  bai2 yi3   
白蚁争穴  bai2 yi3 zheng1 xue2   
白义  bai2 yi4   
白役  bai2 yi4   
白意  bai2 yi4   
白鹢  bai2 yi4   
白鶂  bai2 yi4   
白茵  bai2 yin1   
白银市  bai2 yin2 shi4   
白饮  bai2 yin3   
白英  bai2 ying1   
白鹰  bai2 ying1   
白影珠  bai2 ying3 zhu1   
白鱼  bai2 yu2   
白鱼赤乌  bai2 yu2 chi4 wu1   
白鱼登舟  bai2 yu2 deng1 zhou1   
白鱼入舟  bai2 yu2 ru4 zhou1   
白榆  bai2 yu2   
白舆素车  bai2 yu2 su4 che1   
白羽  bai2 yu3   
白羽箭  bai2 yu3 jian4   
白羽扇  bai2 yu3 shan4   
白羽书生  bai2 yu3 shu1 sheng1   
白雨  bai2 yu3   
白语  bai2 yu3   
白玉板  bai2 yu4 ban3   
白玉蝉  bai2 yu4 chan2   
白玉蟾  bai2 yu4 chan2   
白玉墀  bai2 yu4 chi2   
白玉舩  bai2 yu4 fan2   
白玉船  bai2 yu4 chuan2   
白玉钩  bai2 yu4 gou1   
白玉棺  bai2 yu4 guan1   
白玉管  bai2 yu4 guan3   
白玉浆  bai2 yu4 jiang1   
白玉京  bai2 yu4 jing1   
白玉莲花杯  bai2 yu4 lian2 hua1 bei1   
白玉莲花盏  bai2 yu4 lian2 hua1 zhan3   
白玉楼  bai2 yu4 lou2   
白玉鸾  bai2 yu4 luan2   
白玉盘  bai2 yu4 pan2   
白玉石  bai2 yu4 shi2   
白玉霜  bai2 yu4 shuang1   
白玉堂  bai2 yu4 tang2   
白玉团  bai2 yu4 tuan2   
白玉微瑕  bai2 yu4 wei1 xia2   
白玉无瑕  bai2 yu4 wu2 xia2   
白玉玺  bai2 yu4 xi3   
白玉婴  bai2 yu4 ying1   
白玉映沙  bai2 yu4 ying4 sha1   
白玉腴  bai2 yu4 yu2   
白玉轴  bai2 yu4 zhou2   
白渊  bai2 yuan1   
白元  bai2 yuan2   
白猨  bai2 yuan2   
白缘  bai2 yuan2   
白鼋  bai2 yuan2   
白猿  bai2 yuan2   
白猿公  bai2 yuan2 gong1   
白猿翁  bai2 yuan2 weng1   
白蝯  bai2 yuan2   
白圜  bai2 huan2   
白月  bai2 yue4   
白越  bai2 yue4   
白云鄂博铁矿  bai2 yun2 e4 bo2 tie3 kuang4   
白云孤飞  bai2 yun2 gu1 fei1   
白云居  bai2 yun2 ju1   
白云鹏  bai2 yun2 peng2   
白云篇  bai2 yun2 pian1   
白云亲舍  bai2 yun2 qin1 she3   
白云青舍  bai2 yun2 qing1 she3   
白云人  bai2 yun2 ren2   
白云生处  bai2 yun2 sheng1 chu4   
白云省  bai2 yun2 sheng3   
白云士  bai2 yun2 shi4   
白云司  bai2 yun2 si1   
白云亭  bai2 yun2 ting2   
白云乡  bai2 yun2 xiang1   
白云謡  bai2 yun2 yao2   
白晕  bai2 yun4   
白灾  bai2 zai1   
白酇  bai2 zan4   
白枣  bai2 zao3   
白皁  bai2 zao4   
白皂  bai2 zao4   
白泽  bai2 ze2   
白帻  bai2 ze2   
白贼  bai2 zei2   
白札子  bai2 zha2 zi3   
白斋  bai2 zhai1   
白翟  bai2 zhai2   
白毡  bai2 zhan1   
白旃  bai2 zhan1   
白旃檀  bai2 zhan1 tan2   
白战  bai2 zhan4   
白战家  bai2 zhan4 jia1   
白章  bai2 zhang1   
白麞  bai2 zhang1   
白招矩  bai2 zhao1 ju3   
白招拒  bai2 zhao1 ju4   
白旐  bai2 zhao4   
白折子  bai2 zhe2 zi5   
白柘  bai2 zhe4   
白汁  bai2 zhi1   
白芝  bai2 zhi1   
白直  bai2 zhi2   
白跖  bai2 zhi2   
白蹢  bai2 zhi2   
白帜  bai2 zhi4   
白雉  bai2 zhi4   
白种人  bai2 zhong3 ren2   
白冢  bai2 zhong3   
白粥  bai2 zhou1   
白昼见鬼  bai2 zhou4 jian4 gui3   
白昼做梦  bai2 zhou4 zuo4 meng4   
白朱砂  bai2 zhu1 sha1   
白煮  bai2 zhu3   
白纻  bai2 zhu4   
白纻词  bai2 zhu4 ci2   
白纻辞  bai2 zhu4 ci2   
白纻歌  bai2 zhu4 ge1   
白纻舞  bai2 zhu4 wu3   
白苎  bai2 zhu4   
白苎词  bai2 zhu4 ci2   
白苎歌  bai2 zhu4 ge1   
白苎衫  bai2 zhu4 shan1   
白箸  bai2 zhu4   
白专  bai2 zhuan1   
白撰  bai2 zhuan4   
白譔  bai2 zhuan4   
白妆  bai2 zhuang1   
白撞  bai2 zhuang4   
白撞雨  bai2 zhuang4 yu3   
白椎  bai2 zhui1   
白浊  bai2 zhuo2   
白着  bai2 zhe5   
白梓  bai2 zi3   
白奏  bai2 zou4   
白足  bai2 zu2   
白足禅僧  bai2 zu2 chan2 seng1   
白足禅师  bai2 zu2 chan2 shi1   
白足高僧  bai2 zu2 gao1 seng1   
白足和尚  bai2 zu2 he2 shang5   
白足僧  bai2 zu2 seng1   
白罪  bai2 zui4   
白醉  bai2 zui4   
百八丸  bai3 ba1 wan2   
百八真珠  bai3 ba1 zhen1 zhu1   
百败不折  bai3 bai4 bu4 zhe2   
百拜  bai3 bai4   
百般奉承  bai3 ban1 feng4 cheng2   
百般抚慰  bai3 ban1 fu3 wei4   
百般娇  bai3 ban1 jiao1   
百般无赖  bai3 ban1 wu2 lai4   
百般责难  bai3 ban1 ze2 nan4   
百般折磨  bai3 ban1 zhe2 mo2   
百宝  bai3 bao3   
百宝橱  bai3 bao3 chu2   
百宝囊  bai3 bao3 nang2   
百宝万货  bai3 bao3 wan4 huo4   
百琲  bai3 bei4   
百辈  bai3 bei4   
百辟  bai3 pi4   
百辟刀  bai3 pi4 dao1   
百弊丛生  bai3 bi4 cong2 sheng1   
百变  bai3 bian4   
百饼  bai3 bing5   
百不当一  bai3 bu2 dang4 yi1   
百不得一  bai3 bu4 de2 yi1   
百不获一  bai3 bu4 huo4 yi1   
百不失一  bai3 bu4 shi1 yi1   
百不为多  bai3 bu4 wei4 duo1   
一不为少  yi1 bu4 wei4 shao3   
百不一存  bai3 bu4 yi1 cun2   
百不一贷  bai3 bu4 yi1 dai4   
百不一爽  bai3 bu4 yi1 shuang3   
百不一遇  bai3 bu4 yi1 yu4   
百不咋  bai3 bu4 za3   
百不知  bai3 bu4 zhi1   
百步灯  bai3 bu4 deng1   
百步王  bai3 bu4 wang2   
百步无轻担  bai3 bu4 wu2 qing1 dan1   
百材  bai3 cai2   
百残  bai3 can2   
百草权舆  bai3 cao3 quan2 yu2   
百草霜  bai3 cao3 shuang1   
百层  bai3 ceng2   
百廛  bai3 chan2   
百鄽  bai3 chan2   
百昌  bai3 chang1   
百长  bai3 chang2   
百常  bai3 chang2   
百称  bai3 cheng1   
百城  bai3 cheng2   
百城表  bai3 cheng2 biao3   
百城书  bai3 cheng2 shu1   
百城之富  bai3 cheng2 zhi1 fu4   
百乘  bai3 cheng2   
百乘之家  bai3 cheng2 zhi1 jia1   
百尺  bai3 chi3   
百尺杵  bai3 chi3 chu3   
百尺竿  bai3 chi3 gan1   
百尺竿头更进一步  bai3 chi3 gan1 tou2 geng4 jin4 yi2 bu4   
百尺楼  bai3 chi3 lou2   
百尺无枝  bai3 chi3 wu2 zhi1   
百尺堰  bai3 chi3 yan4   
百齿梳  bai3 chi3 shu1   
百齿霜  bai3 chi3 shuang1   
百虫仓  bai3 chong2 cang1   
百虫将军  bai3 chong2 jiang1 jun1   
百川  bai3 chuan1   
百川朝海  bai3 chuan1 chao2 hai3   
百川赴海  bai3 chuan1 fu4 hai3   
百川灌河  bai3 chuan1 guan4 he2   
百穿  bai3 chuan1   
百辞莫辩  bai3 ci2 mo4 bian4   
百达柱  bai3 da2 zhu4   
百代  bai3 dai4   
百代城  bai3 dai4 cheng2   
百代过客  bai3 dai4 guo4 ke4   
百代文宗  bai3 dai4 wen2 zong1   
百道  bai3 dao4   
百典  bai3 dian3   
百迭  bai3 die2   
百动不如一静  bai3 dong4 bu4 ru2 yi1 jing4   
百都  bai3 dou1   
百毒  bai3 du2   
百读  bai3 du2   
百堵  bai3 du3   
百堵皆兴  bai3 du3 jie1 xing4   
百堵皆作  bai3 du3 jie1 zuo4   
百度  bai3 du4   
百端  bai3 duan1   
百端待举  bai3 duan1 dai4 ju3   
百端交集  bai3 duan1 jiao1 ji2   
百锻千炼  bai3 duan4 qian1 lian4   
百堕俱举  bai3 duo4 ju4 ju3   
百恶  bai3 e4   
百尔  bai3 er3   
百二  bai3 er4   
百二关河  bai3 er4 guan1 he2   
百二关山  bai3 er4 guan1 shan1   
百二河山  bai3 er4 he2 shan1   
百二金瓯  bai3 er4 jin1 ou1   
百二山川  bai3 er4 shan1 chuan1   
百二山河  bai3 er4 shan1 he2   
百二子  bai3 er4 zi3   
百罚  bai3 fa2   
百法  bai3 fa3   
百凡  bai3 fan2   
百凡待举  bai3 fan2 dai4 ju3   
百贩  bai3 fan4   
百方  bai3 fang1   
百非  bai3 fei1   
百废  bai3 fei4   
百废备举  bai3 fei4 bei4 ju3   
百废具举  bai3 fei4 ju4 ju3   
百废具兴  bai3 fei4 ju4 xing4   
百废具作  bai3 fei4 ju4 zuo4   
百废俱举  bai3 fei4 ju4 ju3   
百废咸举  bai3 fei4 xian2 ju3   
百沸汤  bai3 fei4 tang1   
百分  bai3 fen1   
百封  bai3 feng1   
百冯  bai3 feng2   
百凤  bai3 feng4   
百夫  bai3 fu1   
百夫长  bai3 fu1 chang2   
百夫良  bai3 fu1 liang2   
百夫雄  bai3 fu1 xiong2   
百幅被  bai3 fu2 bei4   
百福  bai3 fu2   
百福具臻  bai3 fu2 ju4 zhen1   
百赋  bai3 fu4   
百舸  bai3 ge3   
百工  bai3 gong1   
百工衙  bai3 gong1 ya2   
百弓  bai3 gong1   
百功  bai3 gong1   
百栱  bai3 gong3   
百觚  bai3 gu1   
百谷  bai3 gu3   
百谷王  bai3 gu3 wang2   
百故  bai3 gu4   
百怪  bai3 guai4   
百怪千奇  bai3 guai4 qian1 qi2   
百关  bai3 guan1   
百官图  bai3 guan1 tu2   
百鬼  bai3 gui3   
百鬼众魅  bai3 gui3 zhong4 mei4   
百滚  bai3 gun3   
百果  bai3 guo3   
百骸  bai3 hai2   
百骸九窍  bai3 hai2 jiu3 qiao4   
百骸六藏  bai3 hai2 liu4 cang2   
百合病  bai3 he2 bing4   
百合花  bai3 he2 hua1   
百合科  bai3 he2 ke1   
百和  bai3 he2   
百和香  bai3 he2 xiang1   
百翮  bai3 he2   
百恨  bai3 hen4   
百壶  bai3 hu2   
百斛  bai3 hu2   
百户  bai3 hu4   
百笏  bai3 hu4   
百花  bai3 hua1   
百花朝  bai3 hua1 chao2   
百花凋零  bai3 hua1 diao1 ling2   
百花酒  bai3 hua1 jiu3   
百花魁  bai3 hua1 kui2   
百花醴  bai3 hua1 li3   
百花龙锦  bai3 hua1 long2 jin3   
百花生日  bai3 hua1 sheng1 ri4   
百花潭  bai3 hua1 tan2   
百花亭  bai3 hua1 ting2   
百花王  bai3 hua1 wang2   
百花洲  bai3 hua1 zhou1   
百华  bai3 hua2   
百化  bai3 hua4   
百划  bai3 hua2   
百锾  bai3 huan2   
百卉  bai3 hui4   
百卉含英  bai3 hui4 han2 ying1   
百卉千葩  bai3 hui4 qian1 pa1   
百会  bai3 hui4   
百喙  bai3 hui4   
百喙莫辩  bai3 hui4 mo4 bian4   
百喙莫明  bai3 hui4 mo4 ming2   
百喙难辩  bai3 hui4 nan2 bian4   
百喙难辞  bai3 hui4 nan2 ci2   
百喙如一  bai3 hui4 ru2 yi1   
百喙一词  bai3 hui4 yi1 ci2   
百圾碎  bai3 ji1 sui4   
百鸡问题  bai3 ji1 wen4 ti2   
百疾  bai3 ji2   
百计千方  bai3 ji4 qian1 fang1   
百计千谋  bai3 ji4 qian1 mou2   
百计千心  bai3 ji4 qian1 xin1   
百伎  bai3 ji4   
百技  bai3 ji4   
百际  bai3 ji4   
百济  bai3 ji4   
百家  bai3 jia1   
百家谱  bai3 jia1 pu3   
百家锁  bai3 jia1 suo3   
百家衣  bai3 jia1 yi1   
百家衣体  bai3 jia1 yi1 ti3   
百家语  bai3 jia1 yu3   
百家诸子  bai3 jia1 zhu1 zi3   
百嘉  bai3 jia1   
百甲  bai3 jia3   
百贾  bai3 jia3   
百驾  bai3 jia4   
百稼  bai3 jia4   
百奸  bai3 jian1   
百裥裙  bai3 jian3 qun2   
百谏图  bai3 jian4 tu2   
百箭  bai3 jian4   
百将  bai3 jiang1   
百娇  bai3 jiao1   
百脚  bai3 jiao3   
百脚路  bai3 jiao3 lu4   
百脚旗  bai3 jiao3 qi2   
百节  bai3 jie2   
百结  bai3 jie2   
百结愁肠  bai3 jie2 chou2 chang2   
百结花  bai3 jie2 hua1   
百结裘  bai3 jie2 qiu2   
百结悬鹑  bai3 jie2 xuan2 chun2   
百结衣  bai3 jie2 yi1   
百界  bai3 jie4   
百金  bai3 jin1   
百金诺  bai3 jin1 nuo4   
百金之士  bai3 jin1 zhi1 shi4   
百精  bai3 jing1   
百径  bai3 jing4   
百举  bai3 ju3   
百举百捷  bai3 ju3 bai3 jie2   
百举百全  bai3 ju3 bai3 quan2   
百桷  bai3 jue2   
百君  bai3 jun1   
百君子  bai3 jun1 zi3   
百钧  bai3 jun1   
百苛  bai3 ke1   
百痾  bai3 ke1   
百榼  bai3 ke1   
百克  bai3 ke4   
百刻  bai3 ke4   
百孔千创  bai3 kong3 qian1 chuang4   
百口  bai3 kou3   
百口难分  bai3 kou3 nan2 fen1   
百口桥  bai3 kou3 qiao2   
百口同声  bai3 kou3 tong2 sheng1   
百揆  bai3 kui2   
百辣云  bai3 la4 yun2   
百籁  bai3 lai4   
百懒千慵  bai3 lan3 qian1 yong1   
百牢  bai3 lao2   
百牢关  bai3 lao2 guan1   
百老汇  bai3 lao3 hui4   
百雷  bai3 lei2   
百累  bai3 lei4   
百离  bai3 li2   
百罹  bai3 li2   
百礼  bai3 li3   
百里不同风  bai3 li3 bu4 tong2 feng1   
千里不同俗  qian1 li3 bu4 tong2 su2   
百里才  bai3 li3 cai2   
百里风趠  bai3 li3 feng1 chuo4   
百里君  bai3 li3 jun1   
百里异习  bai3 li3 yi4 xi2   
百里宰  bai3 li3 zai3   
百里之才  bai3 li3 zhi1 cai2   
百里之命  bai3 li3 zhi1 ming4   
百里之任  bai3 li3 zhi1 ren4   
百吏  bai3 li4   
百利  bai3 li4   
百沴  bai3 zhen3   
百隶  bai3 li4   
百炼  bai3 lian4   
百炼成刚  bai3 lian4 cheng2 gang1   
百炼刀  bai3 lian4 dao1   
百炼刚  bai3 lian4 gang1   
百炼钢  bai3 lian4 gang1   
百炼钢化为绕指柔  bai3 lian4 gang1 hua4 wei2 rao4 zhi3 rou2   
百炼鉴  bai3 lian4 jian4   
百炼金  bai3 lian4 jin1   
百炼镜  bai3 lian4 jing4   
百炼千锤  bai3 lian4 qian1 chui2   
百炼铅  bai3 lian4 qian1   
百炼之钢  bai3 lian4 zhi1 gang1   
百两  bai3 liang3   
百两金  bai3 liang3 jin1   
百两烂盈  bai3 liang3 lan4 ying2   
百两篇  bai3 liang3 pian1   
百僚  bai3 liao2   
百寮  bai3 liao2   
百鹩  bai3 liao2   
百了千当  bai3 le5 qian1 dang1   
百裂  bai3 lie4   
百伶百俐  bai3 ling2 bai3 li4   
百灵百验  bai3 ling2 bai3 yan4   
百龄  bai3 ling2   
百龄眉寿  bai3 ling2 mei2 shou4   
百流  bai3 liu2   
百六  bai3 liu4   
百六公  bai3 liu4 gong1   
百六阳九  bai3 liu4 yang2 jiu3   
百六掾  bai3 liu4 yuan4   
百龙之智  bai3 long2 zhi1 zhi4   
百楼  bai3 lou2   
百漏船  bai3 lou4 chuan2   
百禄  bai3 lu4   
百禄儿  bai3 lu4 er2   
百侣百虑  bai3 lv3 bai3 lv4   
百虑一致  bai3 lv4 yi2 zhi4   
百虑攒心  bai3 lv4 zan3 xin1   
百率  bai3 lv4   
百罗  bai3 luo2   
百马  bai3 ma3   
百马伐骥  bai3 ma3 fa2 ji4   
百脉  bai3 mai4   
百蛮  bai3 man2   
百媚  bai3 mei4   
百媚千娇  bai3 mei4 qian1 jiao1   
百米  bai3 mi3   
百米赛跑  bai3 mi3 sai4 pao3   
百密一疏  bai3 mi4 yi1 shu1   
百面雷  bai3 mian4 lei2   
百名  bai3 ming2   
百末  bai3 mo4   
百谋千计  bai3 mou2 qian1 ji4   
百亩  bai3 mu3   
百畮  bai3 mu3   
百木  bai3 mu4   
百木长  bai3 mu4 chang2   
百纳  bai3 na4   
百衲  bai3 na4   
百衲碑  bai3 na4 bei1   
百衲琴  bai3 na4 qin2   
百男  bai3 nan2   
百囊网  bai3 nang2 wang3   
百能  bai3 neng2   
百能百俐  bai3 neng2 bai3 li4   
百能百巧  bai3 neng2 bai3 qiao3   
百匿  bai3 ni4   
百年大业  bai3 nian2 da4 ye4   
百年到老  bai3 nian2 dao4 lao3   
百年歌  bai3 nian2 ge1   
百年孤独  bai3 nian2 gu1 du2   
百年好合  bai3 nian2 hao3 he2   
百年好事  bai3 nian2 hao4 shi4   
百年难遇  bai3 nian2 nan2 yu4   
百年诗  bai3 nian2 shi1   
百年偕老  bai3 nian2 xie2 lao3   
百年谐老  bai3 nian2 xie2 lao3   
百年战争  bai3 nian2 zhan4 zheng1   
百年之柄  bai3 nian2 zhi1 bing3   
百年之欢  bai3 nian2 zhi1 huan1   
百年之业  bai3 nian2 zhi1 ye4   
百年之约  bai3 nian2 zhi1 yue1   
百念  bai3 nian4   
百念皆灰  bai3 nian4 jie1 hui1   
百鸟  bai3 niao3   
百鸟房  bai3 niao3 fang2   
百鸟衣  bai3 niao3 yi1   
百牛  bai3 niu2   
百弄  bai3 nong4   
百诺  bai3 nuo4   
百帕  bai3 pa4   
百辔  bai3 pei4   
百朋  bai3 peng2   
百篇  bai3 pian1   
百篇科  bai3 pian1 ke1   
百品  bai3 pin3   
百品千条  bai3 pin3 qian1 tiao2   
百品味  bai3 pin3 wei4   
百濮  bai3 pu2   
百谱  bai3 pu3   
百祇  bai3 zhi3   
百畦  bai3 qi2   
百骑  bai3 qi2   
百千  bai3 qian1   
百千般  bai3 qian1 ban1   
百钱卜  bai3 qian2 bu3   
百巧  bai3 qiao3   
百巧成穷  bai3 qiao3 cheng2 qiong2   
百巧千穷  bai3 qiao3 qian1 qiong2   
百禽  bai3 qin2   
百禽长  bai3 qin2 chang2   
百顷  bai3 qing3   
百请  bai3 qing3   
百秋  bai3 qiu1   
百全  bai3 quan2   
百全计  bai3 quan2 ji4   
百泉  bai3 quan2   
百遶  bai3 rao4   
百人  bai3 ren2   
百人会  bai3 ren2 hui4   
百忍  bai3 ren3   
百忍成金  bai3 ren3 cheng2 jin1   
百仞  bai3 ren4   
百日  bai3 ri4   
百日丹  bai3 ri4 dan1   
百日红  bai3 ri4 hong2   
百日黄  bai3 ri4 huang2   
百日粮  bai3 ri4 liang2   
百日青  bai3 ri4 qing1   
百日王朝  bai3 ri4 wang2 chao2   
百戎  bai3 rong2   
百冗  bai3 rong3   
百乳彝  bai3 ru3 yi2   
百瑞  bai3 rui4   
百色  bai3 se4   
百色起义  bai3 se4 qi3 yi4   
百色市  bai3 se4 shi4   
百善  bai3 shan4   
百舌  bai3 she2   
百舌儿  bai3 she2 er2   
百舌鸟  bai3 she2 niao3   
百舌之声  bai3 she2 zhi1 sheng1   
百舌子  bai3 she2 zi3   
百舍  bai3 she3   
百舍重茧  bai3 she3 zhong4 jian3   
百舍重趼  bai3 she3 zhong4 jian3   
百射  bai3 she4   
百身  bai3 shen1   
百身何赎  bai3 shen1 he2 shu2   
百身莫赎  bai3 shen1 mo4 shu2   
百神  bai3 shen2   
百生  bai3 sheng1   
百胜  bai3 sheng4   
百省  bai3 sheng3   
百什  bai3 shen2   
百氏  bai3 shi4   
百世不磨  bai3 shi4 bu4 mo2   
百世不易  bai3 shi4 bu2 yi4   
百世流芳  bai3 shi4 liu2 fang1   
百世流芬  bai3 shi4 liu2 fen1   
百世师  bai3 shi4 shi1   
百世一人  bai3 shi4 yi1 ren2   
百世之利  bai3 shi4 zhi1 li4   
百世之师  bai3 shi4 zhi1 shi1   
百事  bai3 shi4   
百事大吉  bai3 shi4 da4 ji2   
百事无成  bai3 shi4 wu2 cheng2   
百试  bai3 shi4   
百室  bai3 shi4   
百适  bai3 shi4   
百寿汤  bai3 shou4 tang1   
百寿图  bai3 shou4 tu2   
百兽长  bai3 shou4 chang2   
百兽率舞  bai3 shou4 shuai4 wu3   
百兽王  bai3 shou4 wang2   
百疏  bai3 shu1   
百蔬  bai3 shu1   
百数  bai3 shu4   
百顺  bai3 shun4   
百顺百依  bai3 shun4 bai3 yi1   
百顺千随  bai3 shun4 qian1 sui2   
百说  bai3 shuo1   
百司  bai3 si1   
百思不得其故  bai3 si1 bu4 de2 qi2 gu4   
百思不得其解  bai3 si1 bu4 de2 qi2 jie3   
百思莫解  bai3 si1 mo4 jie3   
百死  bai3 si3   
百死一生  bai3 si3 yi4 sheng1   
百寺  bai3 si4   
百祀  bai3 si4   
百驷  bai3 si4   
百宿  bai3 xiu3   
百岁  bai3 sui4   
百岁羹  bai3 sui4 geng1   
百岁千秋  bai3 sui4 qian1 qiu1   
百岁索  bai3 sui4 suo3   
百岁之好  bai3 sui4 zhi1 hao3   
百岁之后  bai3 sui4 zhi1 hou4   
百岁之盟  bai3 sui4 zhi1 meng2   
百隧  bai3 sui4   
